step,metric,mean,sd,n_runs,constraint_value,normalized_mean,normalized_sd,plot_mean,plot_sd,smoothing
60000,aoi,1.6289844543175451,0.059881122930038236,5,3.5,0.4654241298050129,0.017108892265725217,0.4654241298050129,0.017108892265725217,none
1024,event_miss,0.0,0.0,5,0.015,0.0,0.0,0.0,0.0,none
2048,event_miss,0.0008919270833333334,0.0006170315874183118,5,0.015,0.05946180555555556,0.04113543916122079,0.05946180555555556,0.04113543916122079,none
3072,event_miss,0.00234375,0.0010725528631098046,5,0.015,0.15625,0.07150352420732031,0.15625,0.07150352420732031,none
4096,event_miss,0.0001953125,0.00043673202685542777,5,0.015,0.013020833333333334,0.029115468457028514,0.013020833333333334,0.029115468457028514,none
5120,event_miss,0.0021484375,0.0014067246377820247,5,0.015,0.14322916666666669,0.09378164251880165,0.14322916666666669,0.09378164251880165,none
6144,event_miss,0.0015625,0.0016341016143243663,5,0.015,0.10416666666666667,0.10894010762162443,0.10416666666666667,0.10894010762162443,none
7168,event_miss,0.00087890625,0.0007242381335054359,5,0.015,0.05859375,0.04828254223369573,0.05859375,0.04828254223369573,none
8192,event_miss,0.002734375,0.002117137049675664,5,0.015,0.18229166666666669,0.1411424699783776,0.18229166666666669,0.1411424699783776,none
9216,event_miss,0.0017578125,0.0016046559301909165,5,0.015,0.1171875,0.10697706201272776,0.1171875,0.10697706201272776,none
10240,event_miss,0.00263671875,0.0008170508071621832,5,0.015,0.17578125000000003,0.054470053810812206,0.17578125000000003,0.054470053810812206,none
11264,event_miss,0.0021484375,0.0014067246377820247,5,0.015,0.14322916666666666,0.09378164251880165,0.14322916666666666,0.09378164251880165,none
12288,event_miss,0.00419921875,0.0014890576837868074,5,0.015,0.2799479166666667,0.09927051225245381,0.2799479166666667,0.09927051225245381,none
13312,event_miss,0.0034830729166666664,0.0009873535734442123,5,0.015,0.2322048611111111,0.0658235715629475,0.2322048611111111,0.0658235715629475,none
14336,event_miss,0.0033203125,0.0008734640537108553,5,0.015,0.22135416666666669,0.05823093691405703,0.22135416666666669,0.05823093691405703,none
15360,event_miss,0.003125,0.0012732817197661423,5,0.015,0.20833333333333334,0.0848854479844095,0.20833333333333334,0.0848854479844095,none
16384,event_miss,0.001171875,0.00043673202685542777,5,0.015,0.07812500000000001,0.02911546845702851,0.07812500000000001,0.02911546845702851,none
17408,event_miss,0.0,0.0,5,0.015,0.0,0.0,0.0,0.0,none
18432,event_miss,0.0001953125,0.0004367320268554277,5,0.015,0.013020833333333334,0.029115468457028514,0.013020833333333334,0.029115468457028514,none
19456,event_miss,0.00078125,0.00043673202685542766,5,0.015,0.052083333333333336,0.029115468457028514,0.052083333333333336,0.029115468457028514,none
20480,event_miss,0.0,0.0,5,0.015,0.0,0.0,0.0,0.0,none
21504,event_miss,0.00234375,0.0012821967702624434,5,0.015,0.15625,0.0854797846841629,0.15625,0.0854797846841629,none
22528,event_miss,0.00078125,0.0006319423391379289,5,0.015,0.052083333333333336,0.04212948927586193,0.052083333333333336,0.04212948927586193,none
23552,event_miss,0.0005859375,0.0005348853100636389,5,0.015,0.0390625,0.03565902067090925,0.0390625,0.03565902067090925,none
24576,event_miss,0.00302734375,0.001058568524837832,5,0.015,0.20182291666666669,0.0705712349891888,0.20182291666666669,0.0705712349891888,none
25600,event_miss,0.00166015625,0.0012732817197661423,5,0.015,0.11067708333333334,0.08488544798440949,0.11067708333333334,0.08488544798440949,none
26624,event_miss,0.00146484375,0.0016194456984157226,5,0.015,0.09765625000000001,0.10796304656104817,0.09765625000000001,0.10796304656104817,none
27648,event_miss,0.0017578125,0.0014484762670108717,5,0.015,0.11718750000000003,0.09656508446739145,0.11718750000000003,0.09656508446739145,none
28672,event_miss,0.00185546875,0.0005348853100636387,5,0.015,0.12369791666666667,0.03565902067090925,0.12369791666666667,0.03565902067090925,none
29696,event_miss,0.0037109375,0.001448476267010872,5,0.015,0.24739583333333334,0.09656508446739145,0.24739583333333334,0.09656508446739145,none
30720,event_miss,0.00234375,0.0015207433107809996,5,0.015,0.15625,0.1013828873854,0.15625,0.1013828873854,none
31744,event_miss,0.00390625,0.0015440808887540916,5,0.015,0.2604166666666667,0.10293872591693944,0.2604166666666667,0.10293872591693944,none
32768,event_miss,0.00322265625,0.0014484762670108717,5,0.015,0.21484375000000006,0.09656508446739145,0.21484375000000006,0.09656508446739145,none
33792,event_miss,0.003125,0.0012732817197661423,5,0.015,0.20833333333333334,0.0848854479844095,0.20833333333333334,0.0848854479844095,none
34816,event_miss,0.0017578125,0.0014484762670108717,5,0.015,0.1171875,0.09656508446739145,0.1171875,0.09656508446739145,none
35840,event_miss,0.0005859375,0.0008734640537108553,5,0.015,0.0390625,0.05823093691405703,0.0390625,0.05823093691405703,none
36864,event_miss,0.0,0.0,5,0.015,0.0,0.0,0.0,0.0,none
37888,event_miss,0.000390625,0.0005348853100636389,5,0.015,0.026041666666666668,0.03565902067090925,0.026041666666666668,0.03565902067090925,none
38912,event_miss,0.0001953125,0.00043673202685542777,5,0.015,0.013020833333333334,0.029115468457028514,0.013020833333333334,0.029115468457028514,none
39936,event_miss,0.0,0.0,5,0.015,0.0,0.0,0.0,0.0,none
40960,event_miss,0.0020703125,0.0008787856784581748,5,0.015,0.13802083333333334,0.05858571189721165,0.13802083333333334,0.05858571189721165,none
41984,event_miss,0.0009765625,0.000711786119976233,5,0.015,0.06510416666666667,0.04745240799841553,0.06510416666666667,0.04745240799841553,none
43008,event_miss,0.00068359375,0.0008170508071621832,5,0.015,0.04557291666666667,0.05447005381081221,0.04557291666666667,0.05447005381081221,none
44032,event_miss,0.00185546875,0.0006366408598830712,5,0.015,0.12369791666666667,0.04244272399220475,0.12369791666666667,0.04244272399220475,none
45056,event_miss,0.0009765625,0.0009134905729428568,5,0.015,0.06510416666666667,0.060899371529523794,0.06510416666666667,0.060899371529523794,none
46080,event_miss,0.00078125,0.0008170508071621832,5,0.015,0.052083333333333336,0.05447005381081221,0.052083333333333336,0.05447005381081221,none
47104,event_miss,0.00078125,0.0008170508071621832,5,0.015,0.052083333333333336,0.05447005381081221,0.052083333333333336,0.05447005381081221,none
48128,event_miss,0.001953125,0.0011960399134683486,5,0.015,0.13020833333333331,0.07973599423122325,0.13020833333333331,0.07973599423122325,none
49152,event_miss,0.0037109375,0.0010697706201272775,5,0.015,0.24739583333333334,0.0713180413418185,0.24739583333333334,0.0713180413418185,none
50176,event_miss,0.003515625,0.001113452563573377,5,0.015,0.23437500000000006,0.07423017090489181,0.23437500000000006,0.07423017090489181,none
51200,event_miss,0.003125,0.0020013575714764842,5,0.015,0.20833333333333334,0.13342383809843228,0.20833333333333334,0.13342383809843228,none
52224,event_miss,0.00341796875,0.0020716018980074633,5,0.015,0.22786458333333334,0.13810679320049757,0.22786458333333334,0.13810679320049757,none
53248,event_miss,0.003125,0.002620392161132566,5,0.015,0.20833333333333334,0.17469281074217108,0.20833333333333334,0.17469281074217108,none
54272,event_miss,0.0013671875,0.001113452563573377,5,0.015,0.09114583333333334,0.0742301709048918,0.09114583333333334,0.0742301709048918,none
55296,event_miss,0.0005859375,0.0005348853100636389,5,0.015,0.0390625,0.03565902067090925,0.0390625,0.03565902067090925,none
56320,event_miss,0.0,0.0,5,0.015,0.0,0.0,0.0,0.0,none
57344,event_miss,0.0001953125,0.00043673202685542777,5,0.015,0.013020833333333334,0.029115468457028514,0.013020833333333334,0.029115468457028514,none
58368,event_miss,0.0,0.0,5,0.015,0.0,0.0,0.0,0.0,none
59392,event_miss,0.0008203124999999999,0.0004813967790572749,5,0.015,0.0546875,0.032093118603818326,0.0546875,0.032093118603818326,none
60000,event_miss,0.0008333333333333333,0.0007708653071654739,5,0.015,0.05555555555555556,0.05139102047769826,0.05555555555555556,0.05139102047769826,none
1024,mae,10.024387466537231,0.13004004286554324,5,9.0,1.1138208296152476,0.014448893651727066,1.1138208296152476,0.014448893651727066,none
2048,mae,11.234591772979021,0.15702552800587605,5,9.0,1.248287974775447,0.017447280889541807,1.248287974775447,0.017447280889541807,none
3072,mae,10.260481483794875,0.11488995512964291,5,9.0,1.1400534981994306,0.012765550569960342,1.1400534981994306,0.012765550569960342,none
4096,mae,9.105198908796174,0.08977477916795823,5,9.0,1.0116887676440194,0.009974975463106493,1.0116887676440194,0.009974975463106493,none
5120,mae,8.273863747194461,0.04766661117187556,5,9.0,0.9193181941327178,0.0052962901302084095,0.9193181941327178,0.0052962901302084095,none
6144,mae,8.53064456110123,0.07747341898327638,5,9.0,0.9478493956779145,0.008608157664808496,0.9478493956779145,0.008608157664808496,none
7168,mae,9.649942915692458,0.09128644090788829,5,9.0,1.072215879521384,0.010142937878654234,1.072215879521384,0.010142937878654234,none
8192,mae,9.725292214981968,0.07425346662812564,5,9.0,1.0805880238868855,0.00825038518090285,1.0805880238868855,0.00825038518090285,none
9216,mae,5.056734035956313,0.10476715642544782,5,9.0,0.5618593373284793,0.011640795158383076,0.5618593373284793,0.011640795158383076,none
10240,mae,10.271763413605212,0.05739793036309773,5,9.0,1.1413070459561347,0.006377547818121913,1.1413070459561347,0.006377547818121913,none
11264,mae,8.564020161724747,0.03489627368546926,5,9.0,0.9515577957471939,0.003877363742829922,0.9515577957471939,0.003877363742829922,none
12288,mae,9.928811341922096,0.13075535186021767,5,9.0,1.1032012602135661,0.014528372428913082,1.1032012602135661,0.014528372428913082,none
13312,mae,9.403564521743473,0.11069391523561341,5,9.0,1.0448405024159415,0.012299323915068166,1.0448405024159415,0.012299323915068166,none
14336,mae,9.791147904656382,0.08939556469628272,5,9.0,1.0879053227395978,0.00993284052180916,1.0879053227395978,0.00993284052180916,none
15360,mae,8.7836880745541,0.05794364208686881,5,9.0,0.9759653416171222,0.00643818245409655,0.9759653416171222,0.00643818245409655,none
16384,mae,9.791104781045442,0.07351853463951583,5,9.0,1.0879005312272714,0.0081687260710573,1.0879005312272714,0.0081687260710573,none
17408,mae,6.034588464970762,0.0657148201221197,5,9.0,0.6705098294411957,0.007301646680235515,0.6705098294411957,0.007301646680235515,none
18432,mae,2.989349954658035,0.023463299216128643,5,9.0,0.3321499949620039,0.0026070332462365168,0.3321499949620039,0.0026070332462365168,none
19456,mae,9.784371597726658,0.09038803490789749,5,9.0,1.0871523997474064,0.010043114989766363,1.0871523997474064,0.010043114989766363,none
20480,mae,9.094357372682353,0.06570042114180787,5,9.0,1.0104841525202617,0.007300046793534228,1.0104841525202617,0.007300046793534228,none
21504,mae,11.721564870833765,0.15743312868188977,5,9.0,1.3023960967593071,0.01749256985354338,1.3023960967593071,0.01749256985354338,none
22528,mae,9.688247137714622,0.040566541108017475,5,9.0,1.0764719041905138,0.0045073934564464,1.0764719041905138,0.0045073934564464,none
23552,mae,9.344232704266405,0.08868264905691807,5,9.0,1.0382480782518226,0.00985362767299087,1.0382480782518226,0.00985362767299087,none
24576,mae,7.169666868566525,0.11729690113723709,5,9.0,0.7966296520629472,0.013032989015248558,0.7966296520629472,0.013032989015248558,none
25600,mae,9.693564746266645,0.09677416180282081,5,9.0,1.077062749585183,0.010752684644757827,1.077062749585183,0.010752684644757827,none
26624,mae,9.462210594063276,0.053297426584226114,5,9.0,1.0513567326736974,0.005921936287136272,1.0513567326736974,0.005921936287136272,none
27648,mae,9.175458240363204,0.10558305186444034,5,9.0,1.0194953600403558,0.011731450207160014,1.0194953600403558,0.011731450207160014,none
28672,mae,5.777810271865551,0.11021683449373165,5,9.0,0.6419789190961723,0.012246314943747965,0.6419789190961723,0.012246314943747965,none
29696,mae,9.946804835030797,0.1623356602380643,5,9.0,1.105200537225644,0.01803729558200714,1.105200537225644,0.01803729558200714,none
30720,mae,8.862918762602186,0.12084277461317501,5,9.0,0.9847687514002427,0.013426974957019468,0.9847687514002427,0.013426974957019468,none
31744,mae,9.54045657699291,0.09331309422905934,5,9.0,1.0600507307769897,0.010368121581006593,1.0600507307769897,0.010368121581006593,none
32768,mae,9.665838447635217,0.1344410855343326,5,9.0,1.0739820497372463,0.014937898392703647,1.0739820497372463,0.014937898392703647,none
33792,mae,9.608909757760637,0.057899580412411326,5,9.0,1.0676566397511817,0.006433286712490167,1.0676566397511817,0.006433286712490167,none
34816,mae,9.109632887249806,0.03337363272815992,5,9.0,1.0121814319166451,0.0037081814142399905,1.0121814319166451,0.0037081814142399905,none
35840,mae,9.133286276893482,0.12972766803166716,5,9.0,1.014809586321498,0.014414185336851943,1.014809586321498,0.014414185336851943,none
36864,mae,4.824372007423528,0.046641791788344364,5,9.0,0.5360413341581697,0.005182421309816024,0.5360413341581697,0.005182421309816024,none
37888,mae,4.1041827357810075,0.06345808675724435,5,9.0,0.45602030397566756,0.007050898528582685,0.45602030397566756,0.007050898528582685,none
38912,mae,9.952339900385075,0.1778219702223686,5,9.0,1.1058155444872306,0.019757996691374284,1.1058155444872306,0.019757996691374284,none
39936,mae,9.335270685620083,0.14538932203307672,5,9.0,1.0372522984022314,0.01615436911478632,1.0372522984022314,0.01615436911478632,none
40960,mae,11.048372124349466,0.19767289491876225,5,9.0,1.227596902705496,0.021963654990973584,1.227596902705496,0.021963654990973584,none
41984,mae,9.610415025881371,0.04202430924231888,5,9.0,1.067823891764597,0.00466936769359104,1.067823891764597,0.00466936769359104,none
43008,mae,8.991151690601063,0.14636816683266823,5,9.0,0.9990168545112296,0.016263129648074266,0.9990168545112296,0.016263129648074266,none
44032,mae,7.274387807659627,0.14040790267362183,5,9.0,0.8082653119621808,0.015600878074846837,0.8082653119621808,0.015600878074846837,none
45056,mae,9.33237561507897,0.11645371895462142,5,9.0,1.0369306238976634,0.012939302106069016,1.0369306238976634,0.012939302106069016,none
46080,mae,9.630768978563562,0.09072587419630943,5,9.0,1.0700854420626182,0.010080652688478837,1.0700854420626182,0.010080652688478837,none
47104,mae,7.324955876402251,0.08504301413871389,5,9.0,0.8138839862669165,0.009449223793190426,0.8138839862669165,0.009449223793190426,none
48128,mae,7.359613145758777,0.07393351595887702,5,9.0,0.8177347939731974,0.008214835106541897,0.8177347939731974,0.008214835106541897,none
49152,mae,9.402101061099799,0.17843690701967688,5,9.0,1.0446778956777556,0.019826323002186275,1.0446778956777556,0.019826323002186275,none
50176,mae,9.14646402344517,0.09499598662094132,5,9.0,1.0162737803827968,0.010555109624549022,1.0162737803827968,0.010555109624549022,none
51200,mae,9.059911490876875,0.11034558712064621,5,9.0,1.0066568323196528,0.012260620791182916,1.0066568323196528,0.012260620791182916,none
52224,mae,9.866222652598157,0.16313618574704647,5,9.0,1.0962469613997954,0.018126242860782984,1.0962469613997954,0.018126242860782984,none
53248,mae,9.108298720659572,0.1128869613438989,5,9.0,1.0120331911843972,0.012542995704877689,1.0120331911843972,0.012542995704877689,none
54272,mae,9.0621022084692,0.018492303481077665,5,9.0,1.0069002453854665,0.0020547003867864007,1.0069002453854665,0.0020547003867864007,none
55296,mae,8.818455675203307,0.11502471177345784,5,9.0,0.979828408355923,0.0127805235303842,0.979828408355923,0.0127805235303842,none
56320,mae,3.4733510690517284,0.0387796432789889,5,9.0,0.38592789656130316,0.004308849253220997,0.38592789656130316,0.004308849253220997,none
57344,mae,5.44099070236,0.08705229097557314,5,9.0,0.6045545224844444,0.009672476775063681,0.6045545224844444,0.009672476775063681,none
58368,mae,9.443947863779432,0.10078005826822668,5,9.0,1.0493275404199367,0.011197784252025183,1.0493275404199367,0.011197784252025183,none
59392,mae,10.178957624400187,0.10598680423678505,5,9.0,1.1309952916000205,0.011776311581865033,1.1309952916000205,0.011776311581865033,none
60000,mae,10.242311463907111,0.054794729085222475,5,9.0,1.1380346071007899,0.006088303231691371,1.1380346071007899,0.006088303231691371,none
