method,target_tx_reduction,n,mae_mean,mae_std,recall_mean,recall_std,precision_mean,aoi_raw_mean,n_matched_ok
campus_senserl_bc,75.0,5,7.935319922614047,0.0200635941494903,0.9977669359932624,0.0003764869986314,0.9948609559890036,1.711483921779348,5
campus_senserl_bc,78.0,5,8.873777101455719,0.0069980432154632,0.9934818231268688,0.0001538911827416,0.981398509001405,1.9290315589790783,5
campus_senserl_bc,80.0,5,9.200073775965611,0.0184695851958407,0.9927247291720857,0.0007478705722478,0.9749752554158432,2.1650360041473373,5
cmappo_kl,75.0,5,7.903676258044863,0.0278255239499565,0.9984159594534904,0.0004502284305417,0.995268167158226,1.7289443160835425,5
cmappo_kl,78.0,5,8.716573606405754,0.0692557421040695,0.994756425839453,0.0009155787506199,0.9857847085413468,1.9607215421168949,5
cmappo_kl,80.0,5,9.128104902355396,0.0436589070126591,0.9928142202433234,0.0001562855229663,0.9783054836767752,2.1874153305538546,5
