deveui,train_coverage,val_coverage,test_coverage,train_n_obs,train_std,train_mean,has_floor,in_final,exclusion_reason
A81758FFFE03108B,0.7827529021558872,0.8687810945273632,0.8824626865671642,15103,87.04528361194377,472.78103688009,True,False,beyond_final_n_cap_or_node_order
A81758FFFE03108C,0.7650290215588723,0.8411069651741293,0.789023631840796,14762,63.497243781620945,515.4752066115702,True,False,beyond_final_n_cap_or_node_order
A81758FFFE03108D,0.7971600331674958,0.8891480099502488,0.8967661691542289,15381,48.979070806742676,434.41863337884405,True,False,beyond_final_n_cap_or_node_order
A81758FFFE03108E,0.10033167495854063,0.0,0.0,1932,50.575493322817216,468.55434782608694,True,False,low_train_coverage|low_val_coverage|low_test_coverage
A81758FFFE03108F,0.8287728026533997,0.8751554726368159,0.8905472636815921,1507,51.28645818193328,252.907100199071,True,False,beyond_final_n_cap_or_node_order
A81758FFFE031090,0.8023942786069652,0.8481032338308457,0.7115982587064676,15483,28.56056880249963,516.2598333656268,True,False,beyond_final_n_cap_or_node_order
A81758FFFE031091,0.8078876451077943,0.8218283582089553,0.8833955223880597,14729,50.04082851977533,411.2624074954172,True,False,beyond_final_n_cap_or_node_order
A81758FFFE031092,0.72662728026534,0.7405161691542289,0.8090796019900498,14021,67.42072877375789,547.0503530418657,True,False,beyond_final_n_cap_or_node_order
A81758FFFE031093,0.6859452736318408,0.6648009950248757,0.8179415422885572,13235,56.65800790994179,519.906611258028,True,False,beyond_final_n_cap_or_node_order
A81758FFFE031094,0.8264407131011609,0.8381529850746269,0.6876554726368159,15946,24.1680712431507,464.34460052677787,True,False,beyond_final_n_cap_or_node_order
A81758FFFE031095,0.8075766998341625,0.8616293532338308,0.8759328358208955,15570,503.57828051273736,566.3236351958896,True,False,beyond_final_n_cap_or_node_order
A81758FFFE031096,0.8069548092868989,0.8282027363184079,0.8838619402985075,15571,44.73832377144425,407.06788260227347,True,False,beyond_final_n_cap_or_node_order
A81758FFFE031097,0.771403399668325,0.8460820895522388,0.880907960199005,14884,50.735961121161324,448.8931738779898,True,False,beyond_final_n_cap_or_node_order
A81758FFFE031098,0.7382359038142621,0.8030161691542289,0.8669154228855721,14245,44.56696995215829,402.4897858897859,True,False,beyond_final_n_cap_or_node_order
A81758FFFE031099,0.763577943615257,0.8258706467661692,0.8810634328358209,14733,55.71159798785532,512.4242177424828,True,False,beyond_final_n_cap_or_node_order
